LOG CRIADO EM: 8/10/2014 22:6:15
ENVIANDO PROGRAMAÇÃO:
029301F389FFFFF38900000000FFFFFFFB7F0396 --><-- ACK
029401F390FFFFF39000000000FFFFFFFB7F0391 --><-- ACK
029501F391FFFFF39100000000FFFFFFFB7F0390 --><-- ACK
029601F392FFFFF39200000000FFFFFFFB7F0393 --><-- ACK
029701F393FFFFF39300000000FFFFFFFB7F0392 --><-- ACK
029801F394FFFFF39400000000FFFFFFFB7F039D --><-- ACK
029901F395FFFFF39500000000FFFFFFFB7F039C --><-- ACK
029A01F396FFFFF39600000000FFFFFFFB7F039F --><-- ACK
029B01F397FFFFF39700000000FFFFFFFB7F039E --><-- ACK
029C01F398FFFFF39800000000FFFFFFFB7F0399 --><-- ACK
029D01F399FFFFF39900000000FFFFFFFB7F0398 --><-- ACK
029E01F400FFFFF40000000000FFFFFFFB7F039B --><-- ACK
029F01F401FFFFF40100000000FFFFFFFB7F039A --><-- ACK
02A001F402FFFFF40200000000FFFFFFFB7F03A5 --><-- ACK
02A101F403FFFFF40300000000FFFFFFFB7F03A4 --><-- ACK
02A201F404FFFFF40400000000FFFFFFFB7F03A7 --><-- ACK
02A301F405FFFFF40500000000FFFFFFFB7F03A6 --><-- ACK
02A401F406FFFFF40600000000FFFFFFFB7F03A1 --><-- ACK
02A501F407FFFFF40700000000FFFFFFFB7F03A0 --><-- ACK
02A601F408FFFFF40800000000FFFFFFFB7F03A3 --><-- ACK
02A701F409FFFFF40900000000FFFFFFFB7F03A2 --><-- ACK
02A801F410FFFFF41000000000FFFFFFFB7F03AD --><-- ACK
02A901F411FFFFF41100000000FFFFFFFB7F03AC --><-- ACK
02AA01F412FFFFF41200000000FFFFFFFB7F03AF --><-- ACK
02AB01F413FFFFF41300000000FFFFFFFB7F03AE --><-- ACK
02AC01F414FFFFF41400000000FFFFFFFB7F03A9 --><-- ACK
02AD01F415FFFFF41500000000FFFFFFFB7F03A8 --><-- ACK
02AE01F416FFFFF41600000000FFFFFFFB7F03AB --><-- ACK
02AF01F417FFFFF41700000000FFFFFFFB7F03AA --><-- ACK
02B001F418FFFFF41800000000FFFFFFFB7F03B5 --><-- ACK
02B101F419FFFFF41900000000FFFFFFFB7F03B4 --><-- ACK
02B201F420FFFFF42000000000FFFFFFFB7F03B7 --><-- ACK
02B301F421FFFFF42100000000FFFFFFFB7F03B6 --><-- ACK
02B401F422FFFFF42200000000FFFFFFFB7F03B1 --><-- ACK
02B501F423FFFFF42300000000FFFFFFFB7F03B0 --><-- ACK
02B601F424FFFFF42400000000FFFFFFFB7F03B3 --><-- ACK
02B701F425FFFFF42500000000FFFFFFFB7F03B2 --><-- ACK
02B801F426FFFFF42600000000FFFFFFFB7F03BD --><-- ACK
02B901F427FFFFF42700000000FFFFFFFB7F03BC --><-- ACK
02BA01F428FFFFF42800000000FFFFFFFB7F03BF --><-- ACK
02BB01F429FFFFF42900000000FFFFFFFB7F03BE --><-- ACK
02BC01F430FFFFF43000000000FFFFFFFB7F03B9 --><-- ACK
02BD01F431FFFFF43100000000FFFFFFFB7F03B8 --><-- ACK
02BE01F432FFFFF43200000000FFFFFFFB7F03BB --><-- ACK
02BF01F433FFFFF43300000000FFFFFFFB7F03BA --><-- ACK
02C001F434FFFFF43400000000FFFFFFFB7F03C5 --><-- ACK
02C101F435FFFFF43500000000FFFFFFFB7F03C4 --><-- ACK
02C201F436FFFFF43600000000FFFFFFFB7F03C7 --><-- ACK
02C301F437FFFFF43700000000FFFFFFFB7F03C6 --><-- ACK
02C401F438FFFFF43800000000FFFFFFFB7F03C1 --><-- ACK
02C501F439FFFFF43900000000FFFFFFFB7F03C0 --><-- ACK
02C601F440FFFFF44000000000FFFFFFFB7F03C3 --><-- ACK
02C701F441FFFFF44100000000FFFFFFFB7F03C2 --><-- ACK
02C801F442FFFFF44200000000FFFFFFFB7F03CD --><-- ACK
02C901F443FFFFF44300000000FFFFFFFB7F03CC --><-- ACK
02CA01F444FFFFF44400000000FFFFFFFB7F03CF --><-- ACK
02CB01F445FFFFF44500000000FFFFFFFB7F03CE --><-- ACK
02CC01F446FFFFF44600000000FFFFFFFB7F03C9 --><-- ACK
02CD01F447FFFFF44700000000FFFFFFFB7F03C8 --><-- ACK
02CE01F448FFFFF44800000000FFFFFFFB7F03CB --><-- ACK
02CF01F449FFFFF44900000000FFFFFFFB7F03CA --><-- ACK
02D001F450FFFFF45000000000FFFFFFFB7F03D5 --><-- ACK
02D101F451FFFFF45100000000FFFFFFFB7F03D4 --><-- ACK
02D201F452FFFFF45200000000FFFFFFFB7F03D7 --><-- ACK
02D301F453FFFFF45300000000FFFFFFFB7F03D6 --><-- ACK
02D401F454FFFFF45400000000FFFFFFFB7F03D1 --><-- ACK
02D501F455FFFFF45500000000FFFFFFFB7F03D0 --><-- ACK
02D601F456FFFFF45600000000FFFFFFFB7F03D3 --><-- ACK
02D701F457FFFFF45700000000FFFFFFFB7F03D2 --><-- ACK
02D801F458FFFFF45800000000FFFFFFFB7F03DD --><-- ACK
02D901F459FFFFF45900000000FFFFFFFB7F03DC --><-- ACK
02DA01F460FFFFF46000000000FFFFFFFB7F03DF --><-- ACK
02DB01F461FFFFF46100000000FFFFFFFB7F03DE --><-- ACK
02DC01F462FFFFF46200000000FFFFFFFB7F03D9 --><-- ACK
02DD01F463FFFFF46300000000FFFFFFFB7F03D8 --><-- ACK
02DE01F464FFFFF46400000000FFFFFFFB7F03DB --><-- ACK
02DF01F465FFFFF46500000000FFFFFFFB7F03DA --><-- ACK
02E001F466FFFFF46600000000FFFFFFFB7F03E5 --><-- ACK
02E101F467FFFFF46700000000FFFFFFFB7F03E4 --><-- ACK
02E201F468FFFFF46800000000FFFFFFFB7F03E7 --><-- ACK
02E301F469FFFFF46900000000FFFFFFFB7F03E6 --><-- ACK
02E401F470FFFFF47000000000FFFFFFFB7F03E1 --><-- ACK
02E501F471FFFFF47100000000FFFFFFFB7F03E0 --><-- ACK
02E601F472FFFFF47200000000FFFFFFFB7F03E3 --><-- ACK
02E701F473FFFFF47300000000FFFFFFFB7F03E2 --><-- ACK
02E801F474FFFFF47400000000FFFFFFFB7F03ED --><-- ACK
02E901F475FFFFF47500000000FFFFFFFB7F03EC --><-- ACK
02EA01F476FFFFF47600000000FFFFFFFB7F03EF --><-- ACK
02EB01F477FFFFF47700000000FFFFFFFB7F03EE --><-- ACK
02EC01F478FFFFF47800000000FFFFFFFB7F03E9 --><-- ACK
02ED01F479FFFFF47900000000FFFFFFFB7F03E8 --><-- ACK
02EE01F480FFFFF48000000000FFFFFFFB7F03EB --><-- ACK
02EF01F481FFFFF48100000000FFFFFFFB7F03EA --><-- ACK
02F001F482FFFFF48200000000FFFFFFFB7F03F5 --><-- ACK
02F101F483FFFFF48300000000FFFFFFFB7F03F4 --><-- ACK
02F201F484FFFFF48400000000FFFFFFFB7F03F7 --><-- ACK
02F301F485FFFFF48500000000FFFFFFFB7F03F6 --><-- ACK
02F401F486FFFFF48600000000FFFFFFFB7F03F1 --><-- ACK
02F501F487FFFFF48700000000FFFFFFFB7F03F0 --><-- ACK
02F601F488FFFFF48800000000FFFFFFFB7F03F3 --><-- ACK
02F701F489FFFFF48900000000FFFFFFFB7F03F2 --><-- ACK
02F801F490FFFFF49000000000FFFFFFFB7F03FD --><-- ACK
02F901F491FFFFF49100000000FFFFFFFB7F03FC --><-- ACK
02FA01F492FFFFF49200000000FFFFFFFB7F03FF --><-- ACK
02FB01F493FFFFF49300000000FFFFFFFB7F03FE --><-- ACK
02FC01F494FFFFF49400000000FFFFFFFB7F03F9 --><-- ACK
02FD01F495FFFFF49500000000FFFFFFFB7F03F8 --><-- ACK
02FE01F496FFFFF49600000000FFFFFFFB7F03FB --><-- ACK
02FF01F497FFFFF49700000000FFFFFFFB7F03FA --><-- ACK
020001F498FFFFF49800000000FFFFFFFB7F0305 --><-- ACK
020101F499FFFFF49900000000FFFFFFFB7F0304 --><-- ACK
020201F500FFFFF50000000000FFFFFFFB7F0307 --><-- ACK
020301F501FFFFF50100000000FFFFFFFB7F0306 --><-- ACK
020401F502FFFFF50200000000FFFFFFFB7F0301 --><-- ACK
020501F503FFFFF50300000000FFFFFFFB7F0300 --><-- ACK
020601F504FFFFF50400000000FFFFFFFB7F0303 --><-- ACK
020701F505FFFFF50500000000FFFFFFFB7F0302 --><-- ACK
020801F506FFFFF50600000000FFFFFFFB7F030D --><-- ACK
020901F507FFFFF50700000000FFFFFFFB7F030C --><-- ACK
020A01F508FFFFF50800000000FFFFFFFB7F030F --><-- ACK
020B01F509FFFFF50900000000FFFFFFFB7F030E --><-- ACK
020C01F510FFFFF51000000000FFFFFFFB7F0309 --><-- ACK
020D01F511FFFFF51100000000FFFFFFFB7F0308 --><-- ACK
020E01F512FFFFF51200000000FFFFFFFB7F030B --><-- ACK
020F01F513FFFFF51300000000FFFFFFFB7F030A --><-- ACK
021001F514FFFFF51400000000FFFFFFFB7F0315 --><-- ACK
021101F515FFFFF51500000000FFFFFFFB7F0314 --><-- ACK
021201F516FFFFF51600000000FFFFFFFB7F0317 --><-- ACK
021301F517FFFFF51700000000FFFFFFFB7F0316 --><-- ACK
021401F518FFFFF51800000000FFFFFFFB7F0311 --><-- ACK
021501F519FFFFF51900000000FFFFFFFB7F0310 --><-- ACK
021601F520FFFFF52000000000FFFFFFFB7F0313 --><-- ACK
021701F521FFFFF52100000000FFFFFFFB7F0312 --><-- ACK
021801F522FFFFF52200000000FFFFFFFB7F031D --><-- ACK
021901F523FFFFF52300000000FFFFFFFB7F031C --><-- ACK
021A01F524FFFFF52400000000FFFFFFFB7F031F --><-- ACK
021B01F525FFFFF52500000000FFFFFFFB7F031E --><-- ACK
021C01F526FFFFF52600000000FFFFFFFB7F0319 --><-- ACK
021D01F527FFFFF52700000000FFFFFFFB7F0318 --><-- ACK
021E01F528FFFFF52800000000FFFFFFFB7F031B --><-- ACK
021F01F529FFFFF52900000000FFFFFFFB7F031A --><-- ACK
022001F530FFFFF53000000000FFFFFFFB7F0325 --><-- ACK
022101F531FFFFF53100000000FFFFFFFB7F0324 --><-- ACK
022201F532FFFFF53200000000FFFFFFFB7F0327 --><-- ACK
022301F533FFFFF53300000000FFFFFFFB7F0326 --><-- ACK
022401F534FFFFF53400000000FFFFFFFB7F0321 --><-- ACK
022501F535FFFFF53500000000FFFFFFFB7F0320 --><-- ACK
022601F536FFFFF53600000000FFFFFFFB7F0323 --><-- ACK
022701F537FFFFF53700000000FFFFFFFB7F0322 --><-- ACK
022801F538FFFFF53800000000FFFFFFFB7F032D --><-- ACK
022901F539FFFFF53900000000FFFFFFFB7F032C --><-- ACK
022A01F540FFFFF54000000000FFFFFFFB7F032F --><-- ACK
022B01F541FFFFF54100000000FFFFFFFB7F032E --><-- ACK
022C01F542FFFFF54200000000FFFFFFFB7F0329 --><-- ACK
022D01F543FFFFF54300000000FFFFFFFB7F0328 --><-- ACK
022E01F544FFFFF54400000000FFFFFFFB7F032B --><-- ACK
022F01F545FFFFF54500000000FFFFFFFB7F032A --><-- ACK
023001F546FFFFF54600000000FFFFFFFB7F0335 --><-- ACK
023101F547FFFFF54700000000FFFFFFFB7F0334 --><-- ACK
023201F548FFFFF54800000000FFFFFFFB7F0337 --><-- ACK
023301F549FFFFF54900000000FFFFFFFB7F0336 --><-- ACK
023401F550FFFFF55000000000FFFFFFFB7F0331 --><-- ACK
023501F551FFFFF55100000000FFFFFFFB7F0330 --><-- ACK
023601F552FFFFF55200000000FFFFFFFB7F0333 --><-- ACK
023701F553FFFFF55300000000FFFFFFFB7F0332 --><-- ACK
023801F554FFFFF55400000000FFFFFFFB7F033D --><-- ACK
023901F555FFFFF55500000000FFFFFFFB7F033C --><-- ACK
023A01F556FFFFF55600000000FFFFFFFB7F033F --><-- ACK
023B01F557FFFFF55700000000FFFFFFFB7F033E --><-- ACK
023C01F558FFFFF55800000000FFFFFFFB7F0339 --><-- ACK
023D01F559FFFFF55900000000FFFFFFFB7F0338 --><-- ACK
023E01F560FFFFF56000000000FFFFFFFB7F033B --><-- ACK
023F01F561FFFFF56100000000FFFFFFFB7F033A --><-- ACK
024001F562FFFFF56200000000FFFFFFFB7F0345 --><-- ACK
024101F563FFFFF56300000000FFFFFFFB7F0344 --><-- ACK
024201F564FFFFF56400000000FFFFFFFB7F0347 --><-- ACK
024301F565FFFFF56500000000FFFFFFFB7F0346 --><-- ACK
024401F566FFFFF56600000000FFFFFFFB7F0341 --><-- ACK
024501F567FFFFF56700000000FFFFFFFB7F0340 --><-- ACK
024601F568FFFFF56800000000FFFFFFFB7F0343 --><-- ACK
024701F569FFFFF56900000000FFFFFFFB7F0342 --><-- ACK
024801F570FFFFF57000000000FFFFFFFB7F034D --><-- ACK
024901F571FFFFF57100000000FFFFFFFB7F034C --><-- ACK
024A01F572FFFFF57200000000FFFFFFFB7F034F --><-- ACK
024B01F573FFFFF57300000000FFFFFFFB7F034E --><-- ACK
024C01F574FFFFF57400000000FFFFFFFB7F0349 --><-- ACK
024D01F575FFFFF57500000000FFFFFFFB7F0348 --><-- ACK
024E01F576FFFFF57600000000FFFFFFFB7F034B --><-- ACK
024F01F577FFFFF57700000000FFFFFFFB7F034A --><-- ACK
025001F578FFFFF57800000000FFFFFFFB7F0355 --><-- ACK
025101F579FFFFF57900000000FFFFFFFB7F0354 --><-- ACK
025201F580FFFFF58000000000FFFFFFFB7F0357 --><-- ACK
025301F581FFFFF58100000000FFFFFFFB7F0356 --><-- ACK
025401F582FFFFF58200000000FFFFFFFB7F0351 --><-- ACK
025501F583FFFFF58300000000FFFFFFFB7F0350 --><-- ACK
025601F584FFFFF58400000000FFFFFFFB7F0353 --><-- ACK
025701F585FFFFF58500000000FFFFFFFB7F0352 --><-- ACK
025801F586FFFFF58600000000FFFFFFFB7F035D --><-- ACK
025901F587FFFFF58700000000FFFFFFFB7F035C --><-- ACK
025A01F588FFFFF58800000000FFFFFFFB7F035F --><-- ACK
025B01F589FFFFF58900000000FFFFFFFB7F035E --><-- ACK
025C01F590FFFFF59000000000FFFFFFFB7F0359 --><-- ACK
025D01F591FFFFF59100000000FFFFFFFB7F0358 --><-- ACK
025E01F592FFFFF59200000000FFFFFFFB7F035B --><-- ACK
025F01F593FFFFF59300000000FFFFFFFB7F035A --><-- ACK
026001F594FFFFF59400000000FFFFFFFB7F0365 --><-- ACK
026101F595FFFFF59500000000FFFFFFFB7F0364 --><-- ACK
026201F596FFFFF59600000000FFFFFFFB7F0367 --><-- ACK
026301F597FFFFF59700000000FFFFFFFB7F0366 --><-- ACK
026401F598FFFFF59800000000FFFFFFFB7F0361 --><-- ACK
026501F599FFFFF59900000000FFFFFFFB7F0360 --><-- ACK
026601F600FFFFF60000000000FFFFFFFB7F0363 --><-- ACK
026701F601FFFFF60100000000FFFFFFFB7F0362 --><-- ACK
026801F602FFFFF60200000000FFFFFFFB7F036D --><-- ACK
026901F603FFFFF60300000000FFFFFFFB7F036C --><-- ACK
026A01F604FFFFF60400000000FFFFFFFB7F036F --><-- ACK
026B01F605FFFFF60500000000FFFFFFFB7F036E --><-- ACK
026C01F606FFFFF60600000000FFFFFFFB7F0369 --><-- ACK
026D01F607FFFFF60700000000FFFFFFFB7F0368 --><-- ACK
026E01F608FFFFF60800000000FFFFFFFB7F036B --><-- ACK
026F01F609FFFFF60900000000FFFFFFFB7F036A --><-- ACK
027001F610FFFFF61000000000FFFFFFFB7F0375 --><-- ACK
027101F611FFFFF61100000000FFFFFFFB7F0374 --><-- ACK
027201F612FFFFF61200000000FFFFFFFB7F0377 --><-- ACK
027301F613FFFFF61300000000FFFFFFFB7F0376 --><-- ACK
027401F614FFFFF61400000000FFFFFFFB7F0371 --><-- ACK
027501F615FFFFF61500000000FFFFFFFB7F0370 --><-- ACK
027601F616FFFFF61600000000FFFFFFFB7F0373 --><-- ACK
027701F617FFFFF61700000000FFFFFFFB7F0372 --><-- ACK
027801F618FFFFF61800000000FFFFFFFB7F037D --><-- ACK
027901F619FFFFF61900000000FFFFFFFB7F037C --><-- ACK
027A01F620FFFFF62000000000FFFFFFFB7F037F --><-- ACK
027B01F621FFFFF62100000000FFFFFFFB7F037E --><-- ACK
027C01F622FFFFF62200000000FFFFFFFB7F0379 --><-- ACK
027D01F623FFFFF62300000000FFFFFFFB7F0378 --><-- ACK
027E01F624FFFFF62400000000FFFFFFFB7F037B --><-- ACK
027F01F625FFFFF62500000000FFFFFFFB7F037A --><-- ACK
028001F626FFFFF62600000000FFFFFFFB7F0385 --><-- ACK
028101F627FFFFF62700000000FFFFFFFB7F0384 --><-- ACK
028201F628FFFFF62800000000FFFFFFFB7F0387 --><-- ACK
028301F629FFFFF62900000000FFFFFFFB7F0386 --><-- ACK
028401F630FFFFF63000000000FFFFFFFB7F0381 --><-- ACK
028501F631FFFFF63100000000FFFFFFFB7F0380 --><-- ACK
028601F632FFFFF63200000000FFFFFFFB7F0383 --><-- ACK
028701F633FFFFF63300000000FFFFFFFB7F0382 --><-- ACK
028801F634FFFFF63400000000FFFFFFFB7F038D --><-- ACK
028901F635FFFFF63500000000FFFFFFFB7F038C --><-- ACK
028A01F636FFFFF63600000000FFFFFFFB7F038F --><-- ACK
028B01F637FFFFF63700000000FFFFFFFB7F038E --><-- ACK
028C01F638FFFFF63800000000FFFFFFFB7F0389 --><-- ACK
028D01F639FFFFF63900000000FFFFFFFB7F0388 --><-- ACK
028E01F640FFFFF64000000000FFFFFFFB7F038B --><-- ACK
028F01F641FFFFF64100000000FFFFFFFB7F038A --><-- ACK
029001F642FFFFF64200000000FFFFFFFB7F0395 --><-- ACK
029101F643FFFFF64300000000FFFFFFFB7F0394 --><-- ACK
029201F644FFFFF64400000000FFFFFFFB7F0397 --><-- ACK
029301F645FFFFF64500000000FFFFFFFB7F0396 --><-- ACK
029401F646FFFFF64600000000FFFFFFFB7F0391 --><-- ACK
029501F647FFFFF64700000000FFFFFFFB7F0390 --><-- ACK
029601F648FFFFF64800000000FFFFFFFB7F0393 --><-- ACK
029701F649FFFFF64900000000FFFFFFFB7F0392 --><-- ACK
029801F650FFFFF65000000000FFFFFFFB7F039D --><-- ACK
029901F651FFFFF65100000000FFFFFFFB7F039C --><-- ACK
029A01F652FFFFF65200000000FFFFFFFB7F039F --><-- ACK
029B01F653FFFFF65300000000FFFFFFFB7F039E --><-- ACK
029C01F654FFFFF65400000000FFFFFFFB7F0399 --><-- ACK
029D01F655FFFFF65500000000FFFFFFFB7F0398 --><-- ACK
029E01F656FFFFF65600000000FFFFFFFB7F039B --><-- ACK
029F01F657FFFFF65700000000FFFFFFFB7F039A --><-- ACK
02A001F658FFFFF65800000000FFFFFFFB7F03A5 --><-- ACK
02A101F659FFFFF65900000000FFFFFFFB7F03A4 --><-- ACK
02A201F660FFFFF66000000000FFFFFFFB7F03A7 --><-- ACK
02A301F661FFFFF66100000000FFFFFFFB7F03A6 --><-- ACK
02A401F662FFFFF66200000000FFFFFFFB7F03A1 --><-- ACK
02A501F663FFFFF66300000000FFFFFFFB7F03A0 --><-- ACK
02A601F664FFFFF66400000000FFFFFFFB7F03A3 --><-- ACK
02A701F665FFFFF66500000000FFFFFFFB7F03A2 --><-- ACK
02A801F666FFFFF66600000000FFFFFFFB7F03AD --><-- ACK
02A901F667FFFFF66700000000FFFFFFFB7F03AC --><-- ACK
02AA01F668FFFFF66800000000FFFFFFFB7F03AF --><-- ACK
02AB01F669FFFFF66900000000FFFFFFFB7F03AE --><-- ACK
02AC01F670FFFFF67000000000FFFFFFFB7F03A9 --><-- ACK
02AD01F671FFFFF67100000000FFFFFFFB7F03A8 --><-- ACK
02AE01F672FFFFF67200000000FFFFFFFB7F03AB --><-- ACK
02AF01F673FFFFF67300000000FFFFFFFB7F03AA --><-- ACK
02B001F674FFFFF67400000000FFFFFFFB7F03B5 --><-- ACK
02B101F675FFFFF67500000000FFFFFFFB7F03B4 --><-- ACK
02B201F676FFFFF67600000000FFFFFFFB7F03B7 --><-- ACK
02B301F677FFFFF67700000000FFFFFFFB7F03B6 --><-- ACK
02B401F678FFFFF67800000000FFFFFFFB7F03B1 --><-- ACK
02B501F679FFFFF67900000000FFFFFFFB7F03B0 --><-- ACK
02B601F680FFFFF68000000000FFFFFFFB7F03B3 --><-- ACK
02B701F681FFFFF68100000000FFFFFFFB7F03B2 --><-- ACK
02B801F682FFFFF68200000000FFFFFFFB7F03BD --><-- ACK
02B901F683FFFFF68300000000FFFFFFFB7F03BC --><-- ACK
02BA01F684FFFFF68400000000FFFFFFFB7F03BF --><-- ACK
02BB01F685FFFFF68500000000FFFFFFFB7F03BE --><-- ACK
02BC01F686FFFFF68600000000FFFFFFFB7F03B9 --><-- ACK
02BD01F687FFFFF68700000000FFFFFFFB7F03B8 --><-- ACK
02BE01F688FFFFF68800000000FFFFFFFB7F03BB --><-- ACK
02BF01F689FFFFF68900000000FFFFFFFB7F03BA --><-- ACK
02C001F690FFFFF69000000000FFFFFFFB7F03C5 --><-- ACK
02C101F691FFFFF69100000000FFFFFFFB7F03C4 --><-- ACK
02C201F692FFFFF69200000000FFFFFFFB7F03C7 --><-- ACK
02C301F693FFFFF69300000000FFFFFFFB7F03C6 --><-- ACK
02C401F694FFFFF69400000000FFFFFFFB7F03C1 --><-- ACK
02C501F695FFFFF69500000000FFFFFFFB7F03C0 --><-- ACK
02C601F696FFFFF69600000000FFFFFFFB7F03C3 --><-- ACK
02C701F697FFFFF69700000000FFFFFFFB7F03C2 --><-- ACK
02C801F698FFFFF69800000000FFFFFFFB7F03CD --><-- ACK
02C901F699FFFFF69900000000FFFFFFFB7F03CC --><-- ACK
02CA01F700FFFFF70000000000FFFFFFFB7F03CF --><-- ACK
02CB01F701FFFFF70100000000FFFFFFFB7F03CE --><-- ACK
02CC01F702FFFFF70200000000FFFFFFFB7F03C9 --><-- ACK
02CD01F703FFFFF70300000000FFFFFFFB7F03C8 --><-- ACK
02CE01F704FFFFF70400000000FFFFFFFB7F03CB --><-- ACK
02CF01F705FFFFF70500000000FFFFFFFB7F03CA --><-- ACK
02D001F706FFFFF70600000000FFFFFFFB7F03D5 --><-- ACK
02D101F707FFFFF70700000000FFFFFFFB7F03D4 --><-- ACK
02D201F708FFFFF70800000000FFFFFFFB7F03D7 --><-- ACK
02D301F709FFFFF70900000000FFFFFFFB7F03D6 --><-- ACK
02D401F710FFFFF71000000000FFFFFFFB7F03D1 --><-- ACK
02D501F711FFFFF71100000000FFFFFFFB7F03D0 --><-- ACK
02D601F712FFFFF71200000000FFFFFFFB7F03D3 --><-- ACK
02D701F713FFFFF71300000000FFFFFFFB7F03D2 --><-- ACK
02D801F714FFFFF71400000000FFFFFFFB7F03DD --><-- ACK
02D901F715FFFFF71500000000FFFFFFFB7F03DC --><-- ACK
02DA01F716FFFFF71600000000FFFFFFFB7F03DF --><-- ACK
02DB01F717FFFFF71700000000FFFFFFFB7F03DE --><-- ACK
02DC01F718FFFFF71800000000FFFFFFFB7F03D9 --><-- ACK
02DD01F719FFFFF71900000000FFFFFFFB7F03D8 --><-- ACK
02DE01F720FFFFF72000000000FFFFFFFB7F03DB --><-- ACK
02DF01F721FFFFF72100000000FFFFFFFB7F03DA --><-- ACK
02E001F722FFFFF72200000000FFFFFFFB7F03E5 --><-- ACK
02E101F723FFFFF72300000000FFFFFFFB7F03E4 --><-- ACK
02E201F724FFFFF72400000000FFFFFFFB7F03E7 --><-- ACK
02E301F725FFFFF72500000000FFFFFFFB7F03E6 --><-- ACK
02E401F726FFFFF72600000000FFFFFFFB7F03E1 --><-- ACK
02E501F727FFFFF72700000000FFFFFFFB7F03E0 --><-- ACK
02E601F728FFFFF72800000000FFFFFFFB7F03E3 --><-- ACK
02E701F729FFFFF72900000000FFFFFFFB7F03E2 --><-- ACK
02E801F730FFFFF73000000000FFFFFFFB7F03ED --><-- ACK
02E901F731FFFFF73100000000FFFFFFFB7F03EC --><-- ACK
02EA01F732FFFFF73200000000FFFFFFFB7F03EF --><-- ACK
02EB01F733FFFFF73300000000FFFFFFFB7F03EE --><-- ACK
02EC01F734FFFFF73400000000FFFFFFFB7F03E9 --><-- ACK
02ED01F735FFFFF73500000000FFFFFFFB7F03E8 --><-- ACK
02EE01F736FFFFF73600000000FFFFFFFB7F03EB --><-- ACK
02EF01F737FFFFF73700000000FFFFFFFB7F03EA --><-- ACK
02F001F738FFFFF73800000000FFFFFFFB7F03F5 --><-- ACK
02F101F739FFFFF73900000000FFFFFFFB7F03F4 --><-- ACK
02F201F740FFFFF74000000000FFFFFFFB7F03F7 --><-- ACK
02F301F741FFFFF74100000000FFFFFFFB7F03F6 --><-- ACK
02F401F742FFFFF74200000000FFFFFFFB7F03F1 --><-- ACK
02F501F743FFFFF74300000000FFFFFFFB7F03F0 --><-- ACK
02F601F744FFFFF74400000000FFFFFFFB7F03F3 --><-- ACK
02F701F745FFFFF74500000000FFFFFFFB7F03F2 --><-- ACK
02F801F746FFFFF74600000000FFFFFFFB7F03FD --><-- ACK
02F901F747FFFFF74700000000FFFFFFFB7F03FC --><-- ACK
02FA01F748FFFFF74800000000FFFFFFFB7F03FF --><-- ACK
02FB01F749FFFFF74900000000FFFFFFFB7F03FE --><-- ACK
02FC01F750FFFFF75000000000FFFFFFFB7F03F9 --><-- ACK
02FD01F751FFFFF75100000000FFFFFFFB7F03F8 --><-- ACK
02FE01F752FFFFF75200000000FFFFFFFB7F03FB --><-- ACK
02FF01F753FFFFF75300000000FFFFFFFB7F03FA --><-- ACK
020001F754FFFFF75400000000FFFFFFFB7F0305 --><-- ACK
020101F755FFFFF75500000000FFFFFFFB7F0304 --><-- ACK
020201F756FFFFF75600000000FFFFFFFB7F0307 --><-- ACK
020301F757FFFFF75700000000FFFFFFFB7F0306 --><-- ACK
020401F758FFFFF75800000000FFFFFFFB7F0301 --><-- ACK
020501F759FFFFF75900000000FFFFFFFB7F0300 --><-- ACK
020601F760FFFFF76000000000FFFFFFFB7F0303 --><-- ACK
020701F761FFFFF76100000000FFFFFFFB7F0302 --><-- ACK
020801F762FFFFF76200000000FFFFFFFB7F030D --><-- ACK
020901F763FFFFF76300000000FFFFFFFB7F030C --><-- ACK
020A01F764FFFFF76400000000FFFFFFFB7F030F --><-- ACK
020B01F765FFFFF76500000000FFFFFFFB7F030E --><-- ACK
020C01F766FFFFF76600000000FFFFFFFB7F0309 --><-- ACK
020D01F767FFFFF76700000000FFFFFFFB7F0308 --><-- ACK
020E01F768FFFFF76800000000FFFFFFFB7F030B --><-- ACK
020F01F769FFFFF76900000000FFFFFFFB7F030A --><-- ACK
021001F770FFFFF77000000000FFFFFFFB7F0315 --><-- ACK
021101F771FFFFF77100000000FFFFFFFB7F0314 --><-- ACK
021201F772FFFFF77200000000FFFFFFFB7F0317 --><-- ACK
021301F773FFFFF77300000000FFFFFFFB7F0316 --><-- ACK
021401F774FFFFF77400000000FFFFFFFB7F0311 --><-- ACK
021501F775FFFFF77500000000FFFFFFFB7F0310 --><-- ACK
021601F776FFFFF77600000000FFFFFFFB7F0313 --><-- ACK
021701F777FFFFF77700000000FFFFFFFB7F0312 --><-- ACK
021801F778FFFFF77800000000FFFFFFFB7F031D --><-- ACK
021901F779FFFFF77900000000FFFFFFFB7F031C --><-- ACK
021A01F780FFFFF78000000000FFFFFFFB7F031F --><-- ACK
021B01F781FFFFF78100000000FFFFFFFB7F031E --><-- ACK
021C01F782FFFFF78200000000FFFFFFFB7F0319 --><-- ACK
021D01F783FFFFF78300000000FFFFFFFB7F0318 --><-- ACK
021E01F784FFFFF78400000000FFFFFFFB7F031B --><-- ACK
021F01F785FFFFF78500000000FFFFFFFB7F031A --><-- ACK
022001F786FFFFF78600000000FFFFFFFB7F0325 --><-- ACK
022101F787FFFFF78700000000FFFFFFFB7F0324 --><-- ACK
